"household_id","hh_income","n_members","units_consumption","hh_composition","poverty"
3324,26492,1,3,14,1
3326,63211.7,2,1,5,0
3330,35602.4,2,1.5,7,0
3331,4419.6,2,2.5,14,1
3332,18363.4,2,2,11,0
3333,24582.52,2,3.6,14,1
3334,34969.8,2,1.5,8,0
3335,118163.4,2,3,9,0
3336,56184.2,1,2.4,13,0
3337,7682.07,1,2.4,13,1
3338,9258.1,2,1.5,7,1
3341,67871.6,2,2,9,0
3344,4702.9,1,1.8,11,1
3345,29412.5,2,2,9,0
3346,43067.76,2,2,9,0
3347,5241.9,1,1,3,1
3348,8420.2,1,3,13,1
3349,47114.14,2,3,9,0
3350,5400,2,2,9,1
3351,5304.2,2,1.5,7,1
3352,26993.5,2,3.1,14,1
3353,12073.71,1,2.8,13,1
3354,19988.1,2,3.4,14,1
3355,25185.7,2,2.3,14,0
3356,4794.8,2,2.4,13,1
3357,6265.8,2,3.3,14,1
3359,42316.5,2,2,9,0
3360,22809.1,2,2,11,0
3361,11257.3,2,2.7,13,1
3362,11653.1,1,2.8,13,1
3363,8980.4,1,1.5,7,1
3364,30786.51,2,2,11,0
3365,13591.6,2,1.8,11,1
3366,27570,2,2.1,12,0
3368,46956.1,2,1.5,8,0
3369,19655.9,2,1,6,0
3371,88462.9,2,1.5,8,0
3372,5128.6,2,1.8,11,1
3373,104293,2,2.5,9,0
3374,8973.4,1,1,6,0
3375,278,1,1,1,1
3376,17534.4,1,2.3,12,1
3378,18690.6,1,2.5,9,1
3379,7563,1,1,5,1
3380,37978.4,2,2.8,14,0
3381,32014.7,2,1.5,7,0
3382,16976.8,2,1,3,0
3383,70167.1,2,2,11,0
3385,75663.5,2,1.5,8,0
3386,13080,2,2.1,12,1
3388,36750,2,1.5,8,0
3390,15600,1,1,1,0
3391,48216.4,2,1.5,8,0
3393,36190,2,1,5,0
3395,6967.9,1,1,6,1
3397,24124.44,1,1,5,0
3398,19505.14,2,1,6,0
3400,0,2,1,2,1
3401,124700,2,2,11,0
3402,9150.1,2,1,6,0
3406,30572.5,2,1.5,7,0
3407,44000,2,1.5,8,0
3410,33241.1,2,1.8,10,0
3411,7800,2,1,5,1
3412,13853.6,2,1,6,0
3414,30200,2,1.5,8,0
3417,23950.9,2,1,2,0
3418,75862.3,2,2,9,0
3419,51547.1,2,2,9,0
3420,24224.5,2,1,3,0
3422,29107,2,2,9,0
3425,18249.5,2,1.5,7,0
3426,4109.6,2,1.8,11,1
3431,37094.3,2,1.5,10,0
3432,38356.68,1,1.5,8,0
3433,12527.9,2,2,9,1
3434,12569.4,2,1.5,7,1
3437,24004.2,2,1.5,7,0
3443,8936.2,2,1.5,8,1
3444,15916.5,2,1.5,7,0
3445,9283.8,1,1.6,10,1
3448,17300.6,2,1.8,11,0
3449,31145.6,2,2.1,12,0
3450,22659.1,2,1.5,8,0
3451,20146.39,2,1.5,8,0
3453,10540.8,2,1,2,0
3454,42300.5,2,1.8,11,0
3455,18379.5,2,2.3,NA,1
3456,33262.6,2,1.5,10,0
3457,25163.1,2,2.3,14,0
3461,28204.9,2,1.5,7,0
3462,43726.5,2,1.8,11,0
3463,16025.5,2,4.2,14,1
3466,29772.4,2,1.8,11,0
3467,10637.2,1,1,6,0
3468,30190.5,2,2,9,0
3469,16124.8,1,1.5,8,0
3470,28500.9,2,1.5,7,0
3471,26704.3,2,2,11,0
3472,27023.9,2,1.5,8,0
3473,32779.1,2,2,9,0
3478,47669.5,1,2.1,12,0
3479,47035.41,1,2,11,0
3482,13192.36,2,1,2,0
3483,33232.1,2,1.5,10,0
3485,8978.6,1,1,6,0
3486,10985.5,2,1.5,7,1
3487,18728.4,2,1,2,0
3488,23136.8,2,1.5,8,0
3489,8952.8,2,1,6,0
3490,8911.6,2,1,6,0
3491,24711.1,2,1.8,11,0
3492,18980.2,2,1.5,7,0
3493,37447.5,2,2.5,14,0
3495,17039.6,2,2.3,12,1
3496,22352.9,2,2,9,0
3498,9055.9,2,1,6,0
3500,16768.6,2,2,11,1
3501,10610.9,2,1,6,0
3503,14813.7,2,1.8,11,1
3504,2965.9,2,1,2,1
3505,1307.1,1,1.8,10,1
3507,61357,1,2,9,0
3509,15524.3,2,1.5,8,0
3511,-7534.2,2,1,3,1
3512,23153.3,2,1,3,0
3514,43771.6,2,2,9,0
3516,58171,2,2.3,12,0
3517,27825.2,2,1.5,7,0
3518,50983.1,2,2.5,14,0
3521,12369,2,1.5,8,1
3522,18242.7,2,1,6,0
3524,31977.8,2,1.5,10,0
3525,15908.2,2,1,3,0
3526,38252.6,2,2,9,0
3530,16137.3,2,1.5,7,0
3531,21183.2,2,2,11,0
3536,12603.8,2,1.5,7,1
3537,16253.2,2,1,6,0
3538,13237,2,1.5,8,1
3539,69047.6,2,2.5,9,0
3540,70205.5,2,1.5,8,0
3543,60114.9,2,1.5,8,0
3544,33615.72,2,1.5,8,0
3545,9020.2,2,1,3,0
3547,34584.3,2,2.1,12,0
3550,54552.3,2,2.3,14,0
3551,22377.2,2,2,9,0
3553,9238.8,2,1.8,10,1
3554,43656.3,2,1,5,0
3555,21060,2,1.5,8,0
3556,38619.4,2,2,10,0
3557,15387.8,2,1,2,0
3558,65796.9,2,1.5,8,0
3559,10811.6,1,2,11,1
3560,32927.6,2,1.5,8,0
3561,29823.8,1,1.5,8,0
3563,28248.3,2,1.5,7,0
3565,12141.6,2,1.5,7,1
3568,22394.1,2,1.5,7,0
3570,18102.6,2,2,9,0
3571,8480.6,2,1,5,1
3573,29550.3,2,1,6,0
3577,5771.5,2,1,5,1
3580,1217.98,2,1.5,8,1
3582,37869.11,2,2.3,14,0
3583,13479.4,2,1,2,0
3584,7879.4,2,1,4,1
3586,43713.9,2,1.8,11,0
3587,13754.5,1,1,6,0
3588,12532.2,2,1.5,7,1
3589,20087.1,2,1,2,0
3590,15565.3,2,2.5,9,1
3593,38427.8,2,1.5,7,0
3594,9566,2,1,3,0
3595,10243.7,2,1.8,11,1
3596,29537.6,2,1.5,7,0
3598,11785.1,2,1,2,0
3600,64495.6,2,2.3,12,0
3602,22237.2,2,2.1,12,0
3603,48432.7,1,3,9,0
3604,20528.2,2,2.1,12,0
3606,45640.3,2,2.5,9,0
3608,12525.5,1,1.8,11,1
3610,11378.4,2,1,3,0
3612,10952,1,1.5,8,1
3614,17648.4,2,2.1,12,1
3615,10415.1,2,1,4,0
3617,10542.8,1,2,9,1
3618,33202.3,2,2.1,12,0
3619,3480.34,2,1.5,10,1
3621,20891.04,2,2.5,12,1
3623,14104.1,2,1,6,0
3628,23682.8,2,1.5,8,0
3629,29031.2,2,2.1,12,0
3630,18657.2,2,1.5,7,0
3631,14241.3,1,1.5,7,0
3632,13537.5,2,1.5,7,0
3633,11056.9,2,1.5,7,1
3636,8991.4,2,1,6,0
3638,26371.43,2,1.5,8,0
3639,47608.8,2,1.5,8,0
3641,3525.7,2,1,6,1
3644,12993.8,2,1,5,0
3646,12631.5,2,2.1,12,1
3648,53466.1,2,2.1,12,0
3649,30680.57,2,2.5,12,0
3651,34539.1,2,1.5,8,0
3653,49433.3,1,2,11,0
3654,63796.7,2,1.5,7,0
3656,46349.2,2,3,13,0
3659,40396.3,2,2.1,12,0
3660,26500.7,2,2.3,12,0
3662,28109.2,2,2,9,0
3663,47895.1,2,2.1,12,0
3664,39246.3,2,2.5,9,0
3667,24479.1,2,1.5,8,0
3668,47322.3,2,2.5,9,0
3669,9460.7,2,1.8,11,1
3673,39135,1,2.1,12,0
3674,10280.3,2,1,4,0
3679,23060.5,2,1.8,11,0
3683,11616,2,1.5,8,1
3684,39126.8,2,2.3,12,0
3687,15889.5,2,2,10,1
3688,2910.1,2,2.1,12,1
3689,17899.8,2,1,5,0
3690,48321.4,2,2,9,0
3693,0,2,1,5,1
3695,22917.6,2,2,9,0
3696,15211.9,2,2,9,1
3697,6704.66,2,1.5,7,1
3699,11695,2,1.5,8,1
3705,17927.4,1,2,11,0
3707,19693.05,2,1,1,0
3710,25165.4,1,2,9,0
3712,57358.3,1,1.8,11,0
3713,11267,2,1,6,0
3714,16707,2,1.5,8,0
3717,14847,2,1.5,8,0
3718,11960,2,1.8,11,1
3719,11002.5,2,1.5,7,1
3722,23119.5,2,2,11,0
3723,11163,2,1.5,7,1
3725,47645.1,2,2.5,12,0
3727,26473.2,2,2,9,0
3728,14920.1,2,1.5,7,0
3729,18503,1,2.1,12,1
3732,10714.5,1,2.5,9,1
3733,2556,2,1,2,1
3735,15544.5,1,1.5,7,0
3736,24154.2,1,2.5,14,0
3737,10892.4,2,1.5,7,1
3738,10994,2,1.5,7,1
3740,17063.3,1,2,9,1
3741,21175.9,2,2,11,0
3742,25074.2,1,1.5,10,0
3743,18411.8,2,1,6,0
3744,31205.86,2,1.5,8,0
3746,5449.4,2,1,5,1
3749,33251.2,2,1.5,10,0
3751,16870.5,2,1,5,0
3752,19490.3,2,1.5,8,0
3753,35062.1,2,1.8,11,0
3754,33137.2,2,2,10,0
3756,20136.5,2,1,2,0
3757,35972.75,2,2,9,0
3758,25353.7,2,2,11,0
3759,13023.3,2,1.5,8,1
3760,22106.4,2,2,11,0
3762,23477.6,2,1,5,0
3766,26922.1,1,1.5,8,0
3767,7937,2,1,2,1
3768,31978.4,2,3.2,14,0
3769,24975.1,1,1.5,8,0
3770,14145.24,2,1,1,0
3771,11720.73,2,2,9,1
3772,12813.2,2,1.5,8,1
3774,29655.7,2,2,9,0
3775,8992.5,2,1.5,7,1
3776,11016,2,1.5,7,1
3777,14969.8,2,1.8,11,1
3778,96.6,2,1.8,11,1
3780,9185.9,1,1.8,11,1
3783,13151.3,2,1,6,0
3784,21222,1,1.5,7,0
3785,19315.6,2,1.5,8,0
3786,281.7,2,1,2,1
3787,30048.1,1,2,11,0
3788,11594.2,2,1,2,0
3790,9510.23,2,1,6,0
3791,8841.23,2,1,5,1
3792,25642.8,1,1.8,11,0
3798,-8400,2,1,2,1
3799,16555.1,2,1.5,7,0
3800,24711.8,1,1.5,8,0
3801,18072.2,2,1,6,0
3802,24817,2,2.3,14,0
3803,15911.3,2,1.5,7,0
3805,44630.5,2,2.3,12,0
3806,25505.8,2,2,9,0
3807,38717.7,2,3,13,0
3808,12952,2,1,6,0
3810,78715,2,2.3,12,0
3811,33457.38,2,1.5,7,0
3812,31529,1,1.5,8,0
3817,22064.9,2,2.5,9,1
3820,31011,2,1.5,8,0
3822,18527.9,2,1.5,7,0
3823,4486.6,2,2,9,1
3824,14790.2,2,1,2,0
3825,20594.9,1,2.8,13,1
3826,8759.9,1,2.5,14,1
3827,8868.1,2,1,6,1
3828,18529.8,2,1.5,7,0
3829,29843.6,2,3,9,0
3830,10929.8,2,1.5,7,1
3831,10664.8,2,2,9,1
3832,35161.2,2,2.6,13,0
3834,26668.16,2,1.5,8,0
3835,16101.2,2,1.5,8,0
3838,13332.9,2,2.5,14,1
3839,9202.7,2,1.5,8,1
3841,18738,2,2,9,0
3842,18307,2,1,3,0
3843,5751.9,2,1.5,7,1
3844,330.7,2,1.5,10,1
3846,41386.4,1,2,9,0
3848,26310.3,2,2,9,0
3850,8400.7,2,1.5,8,1
3851,16303.1,2,2.5,14,1
3853,10066.7,1,1.5,8,1
3854,28092,2,2,11,0
3855,12564.8,2,1.5,7,1
3857,26192.1,2,1.5,8,0
3858,7208.3,1,1,2,1
3860,9071.62,1,2,11,1
3861,9051.5,2,1,3,0
3862,26744.7,1,2.5,9,0
3863,29930.3,2,2.5,14,0
3864,11025,2,1.8,11,1
3865,23681.45,1,1.5,7,0
3866,30755.28,2,3,9,0
3867,20529.3,2,2,9,0
3868,13069.5,2,1.8,10,1
3869,27719.4,2,2,9,0
3870,8989.6,1,1,6,0
3873,5513.2,1,1,2,1
3874,18817.7,2,2.5,12,1
3875,3031.1,2,1.8,11,1
3876,28872.1,2,2.1,12,0
3877,17295.9,2,1.8,11,0
3878,26519.6,2,1.5,7,0
3879,1620.78,2,1,2,1
3881,32610.9,2,1.5,7,0
3882,19372.3,1,1.5,7,0
3883,19445.7,2,1.5,8,0
3884,18338.3,2,1.8,11,0
3885,13245.4,1,1,1,0
3886,19618.7,1,2.5,12,1
3887,39803.7,2,2.1,12,0
3888,52728.3,2,3,14,0
3889,16046.23,2,1.5,7,0
3890,29401.6,1,1.5,7,0
3893,8830.8,1,1,2,1
3894,11704.9,1,1.8,11,1
3895,11496.3,1,1,5,0
3897,8123.96,1,1.5,8,1
3898,13937,2,1.5,7,0
3900,52487.4,2,2.1,12,0
3901,46477.8,2,2.5,14,0
3902,9011.3,2,1,3,0
3904,17879.4,2,1,2,0
3905,41268.4,2,1.5,7,0
3908,38974.8,2,2.1,12,0
3909,27089.4,2,1.5,8,0
3911,23986.8,2,2.1,12,0
3912,8484.4,2,2.1,10,1
3913,15128.1,2,1.5,7,0
3914,13678.6,2,1.3,10,0
3915,12730.04,2,1.5,7,1
3916,26669.8,2,1.5,7,0
3917,2984.8,2,2,11,1
3919,14307.68,2,1.5,8,0
3921,5780.8,2,1.5,7,1
3922,33287.1,2,2.5,12,0
3927,22196.3,2,1.5,8,0
3928,21633.1,2,1,3,0
3930,14402.6,2,1.5,8,0
3932,32532.89,1,2,9,0
3934,20125.1,1,2.3,12,1
3935,14032.6,1,2,9,1
3937,21365.7,1,2,11,0
3939,11261.6,1,1,3,0
3940,28326.9,1,2,9,0
3941,23282.1,2,1.5,8,0
3942,15387.9,2,1.5,8,0
3943,36728.6,1,1.5,7,0
3944,17828.09,1,1.5,8,0
3945,17022.4,2,2.3,12,1
3946,10954.8,2,1,3,0
3947,30204.11,2,1.8,11,0
3949,32600.1,2,2.5,14,0
3951,22732.8,2,1.8,11,0
3952,66552.9,2,3.5,14,0
3953,55450.7,2,2.5,12,0
3955,18703.6,2,2.5,14,1
3957,82871.8,2,1.8,10,0
3958,17778.7,2,1,2,0
3960,53797.4,2,2.8,14,0
3961,8061,2,1,5,1
3962,30574.3,1,2.5,12,0
3964,10241.1,1,1.5,8,1
3965,56659.57,2,2,11,0
3966,12558.04,2,1.5,10,1
3968,11287.5,2,1,2,0
3973,54585.8,2,1.5,7,0
3974,11201.9,2,1,6,0
3977,21962.97,2,1,2,0
3978,23130.5,2,1,6,0
3980,56895.8,2,1.5,8,0
3983,42340.5,2,1,1,0
3984,26928,2,2.1,12,0
3985,28907.6,2,2,11,0
3986,34446.7,2,1.8,11,0
3987,55313.8,2,2.5,14,0
3988,21409.4,2,1.5,7,0
3989,64624.1,2,1.8,11,0
3993,30877,2,2.1,12,0
3995,33074.2,2,2.1,12,0
3996,17759.1,2,2,9,0
3997,5777.6,2,1,2,1
3999,71439.5,1,2.1,12,0
4003,39557.72,2,1,2,0
4004,21949.6,2,1.3,10,0
4006,14441.4,2,1.3,10,0
4007,23935.5,1,1.5,7,0
4008,20141,2,1,6,0
4010,10044.1,1,1,5,0
4013,9605.1,1,1,6,0
4014,37385.3,1,2,9,0
4016,7500,2,1,1,1
4021,17234.4,2,2.4,13,1
4022,30042.2,2,3,14,0
4024,8957.7,2,1,6,0
4027,48535.5,1,2.1,12,0
4028,16354.3,1,1.3,10,0
4031,13484,2,1,2,0
4033,24511.2,2,1.5,7,0
4035,15443.26,2,1,2,0
4036,17850.42,2,1.5,8,0
4041,66834.3,2,2.1,12,0
4047,14427.08,2,2.1,12,1
4048,9122.4,2,1,6,0
4049,9142.9,2,1.5,7,1
4051,36845.5,1,1.8,11,0
4054,20263.7,2,1.5,8,0
4055,11034.6,2,1.5,8,1
4056,15903.4,2,2,9,1
4058,14274.8,2,1.6,10,0
4059,13313.7,2,1.5,7,0
4061,21039.1,2,2.3,12,0
4062,8909.8,2,1,2,0
4063,8047.1,2,1,2,1
4064,5307.6,2,1,2,1
4065,20314.6,2,2.1,12,0
4066,27811.5,2,2.6,14,0
4067,14156.9,2,1,5,0
4069,8920.6,2,1,6,0
4070,42968.9,2,1.8,11,0
4071,37539.82,2,2.6,14,0
4074,19731.6,2,2,11,0
4075,30290.5,2,2.1,12,0
4076,24304.82,2,2,9,0
4077,9504.49,2,1.8,10,1
4078,30098.8,2,1.5,8,0
4079,20364.28,2,2.3,14,1
4084,18296.2,2,1,2,0
4085,43773.3,2,1.5,8,0
4086,22037.8,1,1,5,0
4087,38548.3,1,2.1,12,0
4088,52036.2,1,2.8,14,0
4093,17467.1,2,1,6,0
4094,56554.8,2,2.5,12,0
4095,19157.9,2,1,5,0
4097,5216.01,2,2.5,12,1
4103,46678.1,2,1.5,8,0
4106,7978,2,1.5,8,1
4107,9824.6,2,1,6,0
4109,65437.6,2,1,5,0
4110,33002.9,2,1.5,7,0
4111,14525.5,1,1,5,0
4112,23444.82,2,2,9,0
4115,49704.7,2,1.5,7,0
4118,20956.6,2,1.5,8,0
4120,62920.9,2,2.4,13,0
4121,12990.6,2,1,5,0
4122,18515.84,2,2.1,12,1
4123,38032.1,1,2,9,0
4124,16098.1,2,1,3,0
4126,34788.6,2,1.5,7,0
4128,13887.8,2,1,4,0
4129,59680.9,2,2,9,0
4131,3211.67,2,1,1,1
4132,9094.1,2,1,6,0
4133,46591.1,2,2.3,12,0
4137,22357.3,2,1.5,8,0
4143,11739,2,1,2,0
4145,26167.1,2,1.5,8,0
4146,11551.7,2,1,3,0
4149,17026.7,2,1.5,8,0
4155,19953.1,2,1.5,7,0
4157,11512,2,1.5,7,1
4158,50988.48,1,2.1,12,0
4163,11799.7,2,2.1,12,1
4164,11896.5,1,1,6,0
4165,30085.08,1,2.8,13,0
4166,36924.8,1,2.1,12,0
4167,35675.3,1,2,9,0
4170,42311,2,2.4,13,0
4173,41142.1,2,2.5,14,0
4174,13000.7,1,1.5,8,1
4181,39022.9,2,1.5,7,0
4184,35001.38,2,1.8,11,0
4188,116442.5,1,1.5,8,0
4189,12246.5,2,1.5,7,1
4193,73985.8,2,2.1,12,0
4199,26711.15,2,2,9,0
4202,99794.4,2,2,9,0
4203,32755.12,2,1,6,0
4206,37239.2,2,2,9,0
4208,124476.65,2,2.8,14,0
4209,67608,2,2,9,0
4210,72576.14,2,2.5,9,0
4211,33271.2,2,1,6,0
4215,37579,1,1.5,7,0
4216,48817.12,1,1.5,8,0
4218,16550.6,2,1,5,0
4221,34756.5,2,2.5,9,0
4222,24803.4,2,1.8,11,0
4223,42066.8,1,1.5,8,0
4225,48103.9,2,1,5,0
4226,32468.6,2,1.5,7,0
4229,16644.58,2,1,2,0
4232,36193.6,2,1.8,11,0
4234,27960.21,2,2.8,14,0
4235,19270.9,1,1,6,0
4236,26531.5,2,1.5,8,0
4240,42951,2,1.8,11,0
4241,18795.4,2,1,6,0
4244,43190.7,2,1.5,8,0
4245,33417.1,2,2,9,0
4246,29841.1,2,2,11,0
4248,101921.4,2,2.1,12,0
4252,61830.7,2,1.5,8,0
4255,33682.3,1,2.1,12,0
4256,64006.4,2,2.1,12,0
4257,20089.5,1,1.5,7,0
4258,19226.4,2,1.5,7,0
4259,42220.63,2,2.4,13,0
4260,80736.2,2,2.1,12,0
4261,81657.9,2,1.5,8,0
4264,46030.4,2,2.1,12,0
4267,130826.4,2,2,9,0
4271,6655.66,1,1,4,1
4275,60949,1,2.5,14,0
4278,33004.4,2,1,6,0
4279,53381.9,2,1.5,7,0
4280,8842.3,2,1,2,1
4282,39689.3,2,1.5,7,0
4286,6094.2,2,1.5,8,1
4292,20540.48,2,1.5,8,0
4293,10119.8,1,1,5,0
4296,16343.4,2,1,1,0
4298,248443,2,2,9,0
4299,16169.7,2,1,6,0
4301,19643.78,2,1,5,0
4303,23325.5,2,1,5,0
4305,40379.8,1,1.5,8,0
4310,39001.9,2,1,5,0
4313,14890.2,2,1,6,0
4316,29131.6,2,1.5,7,0
4317,35410.9,2,1.5,7,0
4318,67914,1,2.5,9,0
4322,31313.8,2,1,6,0
4323,21844.7,2,1.5,8,0
4324,28653.5,2,1.5,8,0
4326,35859.23,2,1.5,7,0
4328,2.52,2,1,6,1
4330,27212.5,2,2,9,0
4331,26907.5,2,1,5,0
4333,63824.9,2,2.5,14,0
4334,48893.8,2,2,9,0
4336,20865,2,2.1,12,0
4337,68734.2,2,2,9,0
4338,32352.9,2,1.5,7,0
4339,74604,2,2.5,12,0
4344,1467.88,2,1,3,1
4345,13023.6,2,1,3,0
4346,38540.4,2,1,5,0
4348,28201.8,2,2,9,0
4351,28092.5,2,1,3,0
4352,8211.8,2,1,4,1
4353,15003.82,2,2,9,1
4354,60132.4,2,2.1,12,0
4356,48619,1,2,9,0
4358,46082.5,2,2.6,14,0
4359,43003.6,2,1.8,11,0
4361,7805.4,1,1,6,1
4362,60239.1,2,2.5,9,0
4364,21493.1,1,1.5,7,0
4365,13876.4,1,1.5,8,0
4366,93414.7,2,2,11,0
4367,39780.3,2,1.8,11,0
4369,7206.59,2,1,2,1
4370,30058.9,2,1.5,7,0
4372,57427.1,2,2,9,0
4373,10935,2,1,3,0
4375,96101.1,2,2.4,13,0
4376,16193.04,2,2,9,1
4382,39017.2,2,2.5,12,0
4386,67636.7,2,1.8,11,0
4387,23487.2,1,1,1,0
4388,23664.4,2,2.1,12,0
4391,26999.5,2,1.5,8,0
4392,86421.5,2,3.1,14,0
4393,57761.4,2,1.8,11,0
4394,32890.5,2,2,11,0
4395,52019.3,2,2,11,0
4397,5818,2,1,5,1
4398,49887.9,1,2.1,12,0
4400,24856.29,2,2.3,12,0
4401,39722,2,1.5,7,0
4402,39422,1,1,2,0
4403,64192.3,1,1.5,8,0
4406,50700.5,2,2,11,0
4410,10842.34,2,1,6,0
4416,31734.8,2,2,9,0
4418,10900.4,2,1.8,11,1
4420,35179.5,2,1.5,8,0
4421,42982.7,2,2.3,12,0
4422,34082.4,2,1.5,7,0
4423,21582.9,2,1.5,7,0
4424,5336.7,2,1,6,1
4425,10967.4,2,1.5,7,1
4427,36179.3,2,2.5,14,0
4428,59671.4,2,1.5,7,0
4430,49380.93,2,2.5,9,0
4431,5273.4,1,1,6,1
4432,24308.4,2,1.8,10,0
4433,25439,2,1.5,7,0
4434,38825.33,2,2,9,0
4435,40071.3,2,2.5,12,0
4438,33301.57,2,1.8,11,0
4440,16247.09,2,1,3,0
4441,28093.2,2,1.5,8,0
4442,30882.52,2,2,9,0
4446,17962.3,2,1.5,7,0
4447,61713.2,2,1.5,8,0
4450,22698.8,2,1.5,7,0
4454,9439.1,2,1,2,0
4455,20833.3,2,1,3,0
4456,11870,1,1.3,10,0
4457,29682.2,2,2.5,14,0
4459,24025.2,2,1.5,8,0
4460,52470.4,2,2.1,12,0
4461,11145.3,2,1,6,0
4463,40112.4,2,1.5,8,0
4464,45383.5,2,2,9,0
4465,63964.3,1,1.5,8,0
4466,22423.5,2,1.5,7,0
4468,46651.1,2,2.8,14,0
4469,38338.9,2,1.5,8,0
4471,30165.1,2,1.5,7,0
4473,29234.67,2,1.5,7,0
4476,31463.6,2,1.5,7,0
4477,11163.3,2,1,2,0
4479,17297.9,2,1,6,0
4480,60610.3,2,2,9,0
4483,26519.62,2,1.5,8,0
4484,60140.24,2,1.5,8,0
4485,9064,2,2,9,1
4486,27513.36,1,1.5,7,0
4492,17830.8,2,1,3,0
4493,36793.8,1,1.5,8,0
4499,31245.8,2,1,2,0
4502,33552.1,1,1.5,8,0
4503,35292.6,2,1.5,8,0
4509,69317.9,2,1.5,10,0
4511,32101.2,2,1,5,0
4513,22889.8,2,1,1,0
4514,21915.82,2,1,5,0
4515,12725.7,2,1,5,0
4516,44947.12,2,1,3,0
4517,39842.7,1,1.8,11,0
4520,22754.3,2,2.1,12,0
4524,40662.4,2,1.5,8,0
4525,25378.2,2,1,2,0
4527,8347.6,2,1,5,1
4528,24361.8,2,2.1,12,0
4529,11035.2,2,2.1,12,1
4530,53132.9,2,1.8,11,0
4531,9788.6,2,1.3,10,1
4534,20400,2,2.8,13,1
4535,48656.99,2,2.6,14,0
4537,44683.8,2,1.5,8,0
4538,46040.8,2,1.5,7,0
4540,51844.9,2,2,9,0
4541,32246.75,1,2,9,0
4543,16690.6,2,1,5,0
4546,10681.18,2,1,2,0
4547,23176.6,1,1.5,7,0
4548,51654.8,2,1.8,11,0
4549,30273.9,2,1.8,11,0
4551,23285.6,2,2,11,0
4552,40945.7,2,1.5,7,0
4557,2045,2,2,11,1
4558,28736.01,1,1.5,7,0
4559,31328,2,2.6,13,0
4560,107468.7,2,1.5,8,0
4561,31222,2,2,9,0
4562,30794,2,1.5,10,0
4563,75934.2,2,1,3,0
4564,42493.4,2,2,10,0
4565,35400.2,2,2.1,12,0
4567,22352.47,2,1.5,8,0
4568,0,2,1,2,1
4571,28031.8,2,1.5,7,0
4573,6425,2,1.5,8,1
4576,50095,2,1.5,7,0
4577,15562.1,2,1,6,0
4583,37546,2,2,11,0
4584,34897.4,2,2.1,12,0
4585,184150.6,2,2,11,0
4587,15144.4,2,1.5,10,0
4589,15101.6,2,1,6,0
4591,8907.3,2,1,6,0
4593,46196,2,1.5,7,0
4595,33130.49,2,1.5,8,0
4598,40775,1,2.3,12,0
4599,27760.8,2,1,2,0
4602,23117,2,1.8,11,0
4604,25714.8,2,1.5,8,0
4605,26033.7,2,1,2,0
4606,9301.3,2,1,6,0
4613,28322.3,2,2,11,0
4614,41864,2,1,2,0
4615,60136,2,1.5,8,0
4616,18484.3,2,1.5,8,0
4617,28039.2,2,1.5,8,0
4624,18867.24,2,1.5,8,0
4625,17638.05,1,1.5,10,0
4626,33595.4,2,1.5,8,0
4628,15270.1,2,1,2,0
4630,49810.4,1,1.5,8,0
4631,32805.9,2,1.5,7,0
4639,21466.2,2,2,11,0
4641,101409.3,2,1.5,8,0
4642,25118.99,2,2,9,0
4644,14278.9,2,1,6,0
4646,19200,2,2,9,0
4647,9078.3,2,1,6,0
4649,47181.5,2,2.1,12,0
4651,40324.4,2,2.3,12,0
4652,57813.4,2,2.1,12,0
4653,16043.1,2,2.1,12,1
4655,32494,2,2.3,12,0
4656,27749.3,2,1.5,7,0
4657,12506.1,2,2.1,12,1
4659,22692.8,2,1.5,7,0
4660,60817.9,2,2.1,12,0
4661,9481.6,2,1,6,0
4662,15672.66,2,1.3,10,0
4663,36798.9,2,2.1,12,0
4664,36486.6,2,2.5,14,0
4665,50722.6,2,2.3,14,0
4670,17592.1,1,2.9,14,1
4671,19063.9,1,1,6,0
4673,13640.4,1,1,2,0
4674,17958.6,1,1,5,0
4675,12367.4,2,1.5,7,1
4676,53999.5,2,1.5,8,0
4677,46618.4,2,2.1,12,0
4678,56003.3,2,2.5,14,0
4679,30956.4,2,2,9,0
4680,45826,1,2.1,12,0
4684,8796.4,2,1,3,1
4686,16869,2,1,2,0
4687,22843,2,1.5,8,0
4688,34949.4,2,2.9,14,0
4689,43374,2,2.1,12,0
4690,33923.3,2,1.5,8,0
4691,29044.8,2,2.1,12,0
4694,170124.14,2,1.5,7,0
4696,43836.1,2,1.5,7,0
4698,53511.3,2,2.3,12,0
4699,49489.8,1,1.5,7,0
4700,4024.3,1,1.5,8,1
4702,12055.8,2,1.5,8,1
4704,53367.61,2,1.5,8,0
4710,21748.3,2,2.1,12,0
4711,14699.6,2,1,5,0
4712,12379.4,2,2.4,13,1
4713,62931.2,1,2.1,12,0
4719,29839.8,2,1.8,11,0
4721,34068.9,2,2.3,12,0
4722,22124.3,2,2.3,12,0
4724,47421.6,1,1.5,8,0
4725,20051.5,2,2,10,0
4726,25835.2,2,2.3,12,0
4727,80779.3,2,1.8,11,0
4730,12076.02,1,2,9,1
4732,19437.6,2,2,11,0
4733,57419.3,2,1.8,11,0
4734,35035.2,2,1.5,8,0
4741,37367.6,1,2.4,13,0
4742,9163.9,2,1.5,8,1
4743,100.86,1,2,11,1
4744,22305.33,1,2,9,0
4745,33939.6,2,1,6,0
4746,32079.3,2,1,2,0
4750,19818.7,2,1,2,0
4754,8993.8,2,1,6,0
